OTU	DOC_001	DOC_002	DOC_003	DOC_004	DOC_006	DOC_008	DOC_009	DOC_010	DOC_011	DOC_012	DOC_015	DOC_019	DOC_021	DOC_022	DOC_023	DOC_024	DOC_025	DOC_026	DOC_027	DOC_029	DOC_031	DOC_032	DOC_033	DOC_034	DOC_035	DOC_036	DOC_037	DOC_038	DOC_039	DOC_043	DOC_044	DOC_045	DOC_046	DOC_047	DOC_048	DOC_055	DOC_056	DOC_057	DOC_058	DOC_059	DOC_060	DOC_061	DOC_062	DOC_064	DOC_065	DOC_067	DOC_068	DOC_069	DOC_070	DOC_071	DOC_072	DOC_073	DOC_074	DOC_075	DOC_076	DOC_077	DOC_078	DOC_079	DOC_080	DOC_081	DOC_082	DOC_083	DOC_084	DOC_085	DOC_086	DOC_087	DOC_088	DOC_089	DOC_090	DOC_091	DOC_092	DOC_093	DOC_094	DOC_095	DOC_096	DOC_097	DOC_098	DOC_100	DOC_101	DOC_104	DOC_105	DOC_106	DOC_107	DOC_108	DOC_109	DOC_110	DOC_111	DOC_113	DOC_114	DOC_115	DOC_116	DOC_117	DOC_118	DOC_119	DOC_120	DOC_121	DOC_123	DOC_124	DOC_125	DOC_126	DOC_127	DOC_128	DOC_129	DOC_130	DOC_132	DOC_133	DOC_134	DOC_135	DOC_136	DOC_137	DOC_138	DOC_139	DOC_140	DOC_141	DOC_142	DOC_143	DOC_144	DOC_145	DOC_148	DOC_152	DOC_153	DOC_154	DOC_155	DOC_156	DOC_157	DOC_158	DOC_159	DOC_160	DOC_163	DOC_164	DOC_165	DOC_166	DOC_167	DOC_168	DOC_169	DOC_170	DOC_172	DOC_173	DOC_175	DOC_176	DOC_180	DOC_181	DOC_183	DOC_184	DOC_185	DOC_186	DOC_187	DOC_188	DOC_189	DOC_190
OTU0989	0	0	0	0	0	361	1172	54	0	0	0	158	23	0	0	0	0	274	1731	26	878	478	1336	0	0	0	0	178	2141	965	189	955	1290	264	84	2110	145	549	3297	511	2211	67	2076	0	0	768	85	0	185	60	0	0	0	0	169	39	0	0	0	84	0	0	181	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	789	737	154	464	534	305	393	1076	0	368	1489	2540	230	497	208	343	877	285	140	244	0	290	35	93	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	553	26	0	0	0	0	363	0
OTU0990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0991	0	0	92	1127	125	0	0	134	9307	18	0	0	0	0	0	0	0	114	113	258	63	0	0	0	0	0	0	109	129	60	0	0	1940	3338	1561	13	0	0	518	3065	820	0	0	8837	44	419	99	0	1222	1180	0	0	2886	1220	2196	1268	6224	13039	517	596	7613	0	1403	1543	950	2244	2015	6592	40	218	60	37	0	1327	29	0	0	1406	614	0	341	547	0	0	1993	2167	982	63	4030	5876	1449	1078	1485	0	4714	1418	2509	399	1150	2411	904	1451	1794	3049	301	1255	835	515	588	101	5375	747	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	497	0
OTU0992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893	91	153	0	0	137	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
OTU0994	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	36	0	89	0	0	0	0	0	0	25	0	100	354	373	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	328	0	41	86	0	0	41	232	0	99	42	111	0	0	252	0	116	0	63	0	26	0	0	0	63	73	0	0	231	0	0	0	62	0	0	145	255	143	170	0	0	81	413	336	441	607	143	320	145	132	667	55	73	96	52	53	0	219	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0
OTU0995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0996	0	0	0	0	0	0	0	0	0	0	0	0	31	42	0	0	0	0	0	0	103	0	0	0	119	87	0	0	0	141	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	13	0	0	116	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	59	0	50	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	45	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0997	0	84	144	0	0	0	92	0	180	0	268	59	0	0	0	0	0	204	83	0	53	95	0	0	0	0	0	133	130	52	40	26	0	0	31	361	206	73	123	177	251	20	92	197	0	854	32	59	242	46	0	0	17	0	0	13	0	0	216	20	100	50	16	22	32	0	0	24	0	69	24	0	0	19	0	103	0	0	27	0	0	0	0	31	0	0	0	0	0	0	6	0	10	0	0	0	2	0	0	0	26	0	0	0	47	0	0	0	0	43	0	0	0	37	322	0	133	21	56	1588	44	0	65	45	0	0	46	69	0	85	27	0	23	0	63	107	60	6	15	196	0	47	720	0	136	0	43	182	0	161
OTU0998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
OTU0999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
OTU1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0
OTU1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0
OTU1002	0	41	0	0	0	0	24	0	32	0	28	17	0	0	0	0	0	56	25	0	9	0	0	0	0	0	0	57	12	12	0	0	0	10	0	22	10	0	0	0	83	0	11	8	0	145	0	0	41	0	0	0	15	24	0	0	0	10	0	0	0	26	0	13	0	0	0	14	11	22	0	0	0	0	0	351	0	9	8	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	80	0	66	79	137	246	15	31	19	37	24	0	9	11	34	39	0	0	0	0	55	0	0	50	16	44	43	0	173	9	88	0	111	56	0	149
OTU1003	20	145	0	31	0	0	0	0	6	0	31	16	109	93	0	0	0	139	66	187	0	31	0	0	65	0	0	157	108	0	13	4	0	0	7	100	84	0	0	10	80	0	5	197	0	53	0	139	880	5	0	0	41	28	0	0	0	24	21	11	6	181	0	9	0	0	0	62	11	32	27	24	0	27	111	1375	0	0	40	0	14	10	0	518	15	0	4	0	0	5	0	0	0	0	0	0	19	17	0	0	0	0	0	0	79	0	0	0	11	0	0	0	0	27	313	0	172	225	147	469	76	65	53	125	153	28	81	16	106	230	28	54	13	0	323	65	96	384	72	307	182	93	294	0	450	0	228	535	0	412
OTU1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	20	53	0	0	0	31	0	0	0	0	0	209	0	0	147	20	0	25	0	64	0	0	6	0	0	0	0
OTU1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	137	376	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	65	293	0	0	0	0	0	28	60	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1007	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1008	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	6	26	0	8	0	0	0	0	0	0	20	8	8	4	0	0	0	0	0	0	0	20	0	158	0	0	0	0	0	0	0	1106	14	16	0	0	0	0	0	0	23	0	34	0	9	0	0	0	0	0	0	39	162	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	13	51	0	0	0	9	0	6	148	2	0	290	3	5	318	20	0	138	0	0	0	0	0	0	63	20	95
OTU1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU1014	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	28	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
OTU1016	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1017	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
OTU1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	16	0	25	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
OTU1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1021	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
OTU1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
OTU1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	17	12	0	0	0	0	4	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	39	0	72	103	53	31	66	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	44	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	23	0	0	0	0	0	0	0	0	0
OTU1027	23	202	88	0	0	4	5	0	26	0	190	86	0	0	0	0	0	176	86	31	0	10	0	0	0	0	0	177	102	19	0	0	0	0	0	436	49	0	0	75	93	0	57	251	0	323	0	108	154	4	0	0	35	125	0	22	0	65	100	24	90	195	0	95	73	67	41	86	171	183	202	69	0	27	0	618	44	25	127	0	49	56	0	371	0	0	0	11	22	18	0	0	0	0	50	53	75	26	142	103	158	0	31	14	158	16	0	29	34	75	0	0	0	51	218	0	216	115	137	1421	85	123	99	78	164	44	30	66	47	109	0	17	29	0	755	111	118	324	12	234	205	124	944	25	437	30	270	751	0	233
OTU1028	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	22	0	0	0	0	0	0	2	2	0	7	7	5	11	10	7	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	8	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	9	3	2	3	0	0	15	0	5	3	0	2	0	0	2	2	0	0	0	2	17	0	0	3	0	12	0	0	0	0	0	0	0	0	0	9	5	0	5	0	6	0	20	2	0	2	9	0	2	2	0	5	0	4	0	2
OTU1029	0	7	0	0	0	4	0	0	0	0	28	0	42	0	0	0	0	0	0	0	2	4	0	0	0	0	0	8	9	0	0	4	0	0	0	2	0	0	8	116	78	0	0	9	0	27	3	15	0	9	0	0	3	2	0	0	5	0	8	0	2	5	0	2	0	0	0	7	0	2	5	0	0	0	0	29	0	0	0	0	2	4	0	169	0	6	2	0	2	0	0	0	14	0	4	10	39	4	2	0	0	0	10	6	10	0	0	5	0	2	0	0	0	0	8	0	20	18	0	6	12	9	2	17	3	0	5	0	0	3	4	27	0	0	44	3	14	30	0	13	2	0	0	0	27	6	7	63	0	41
OTU1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	71	0	0	0	3	0	0	0	0	0	0	5	3	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0
