"formula","depth","Site","length","drying","saturation"
"C20H16O11","0-5cm","SR","150d","FAD","saturated"
"C20H16O11","0-5cm","SR","30d","CW","saturated"
"C20H16O11","0-5cm","SR","30d","FAD","saturated"
"C20H16O11","0-5cm","SR","90d","CW","saturated"
"C20H16O11","0-5cm","SR","90d","FAD","saturated"
"C20H16O11","5cm-end","SR","150d","CW","saturated"
"C20H16O11","5cm-end","SR","150d","FAD","saturated"
"C20H16O11","5cm-end","SR","30d","CW","saturated"
"C20H16O11","5cm-end","SR","30d","FAD","saturated"
"C20H16O11","5cm-end","SR","90d","CW","saturated"
"C20H16O11","5cm-end","SR","90d","FAD","saturated"
"C20H16O11","0-5cm","CPCRW","90d","CW","instant chemistry"
"C20H16O11","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C20H16O11","5cm-end","CPCRW","90d","CW","instant chemistry"
"C20H16O11","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C20H16O11","0-5cm","SR","30d","CW","instant chemistry"
"C20H16O11","0-5cm","SR","30d","FAD","instant chemistry"
"C20H16O11","0-5cm","SR","90d","CW","instant chemistry"
"C20H16O11","0-5cm","SR","90d","FAD","instant chemistry"
"C20H16O11","5cm-end","SR","30d","CW","instant chemistry"
"C20H16O11","5cm-end","SR","30d","FAD","instant chemistry"
"C20H16O11","5cm-end","SR","90d","CW","instant chemistry"
"C20H16O11","5cm-end","SR","90d","FAD","instant chemistry"
"C17H21O11P1","0-5cm","CPCRW","150d","FAD","saturated"
"C17H21O11P1","0-5cm","CPCRW","150d","CW","saturated"
"C17H21O11P1","0-5cm","CPCRW","30d","CW","saturated"
"C17H21O11P1","0-5cm","CPCRW","30d","FAD","saturated"
"C17H21O11P1","0-5cm","CPCRW","90d","CW","saturated"
"C17H21O11P1","0-5cm","CPCRW","90d","FAD","saturated"
"C17H21O11P1","5cm-end","CPCRW","150d","CW","saturated"
"C17H21O11P1","5cm-end","CPCRW","150d","FAD","saturated"
"C17H21O11P1","5cm-end","CPCRW","30d","CW","saturated"
"C17H21O11P1","5cm-end","CPCRW","30d","FAD","saturated"
"C17H21O11P1","5cm-end","CPCRW","90d","CW","saturated"
"C17H21O11P1","5cm-end","CPCRW","90d","FAD","saturated"
"C17H21O11P1","0-5cm","SR","150d","CW","saturated"
"C17H21O11P1","0-5cm","SR","150d","FAD","saturated"
"C17H21O11P1","0-5cm","SR","30d","CW","saturated"
"C17H21O11P1","0-5cm","SR","30d","FAD","saturated"
"C17H21O11P1","0-5cm","SR","90d","CW","saturated"
"C17H21O11P1","0-5cm","SR","90d","FAD","saturated"
"C17H21O11P1","5cm-end","SR","150d","CW","saturated"
"C17H21O11P1","5cm-end","SR","150d","FAD","saturated"
"C17H21O11P1","5cm-end","SR","30d","CW","saturated"
"C17H21O11P1","5cm-end","SR","30d","FAD","saturated"
"C17H21O11P1","5cm-end","SR","90d","CW","saturated"
"C17H21O11P1","5cm-end","SR","90d","FAD","saturated"
"C17H21O11P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C17H21O11P1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C17H21O11P1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C17H21O11P1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C17H21O11P1","0-5cm","SR","30d","CW","instant chemistry"
"C17H21O11P1","0-5cm","SR","30d","FAD","instant chemistry"
"C17H21O11P1","0-5cm","SR","90d","CW","instant chemistry"
"C17H21O11P1","0-5cm","SR","90d","FAD","instant chemistry"
"C17H21O11P1","5cm-end","SR","30d","CW","instant chemistry"
"C17H21O11P1","5cm-end","SR","30d","FAD","instant chemistry"
"C17H21O11P1","5cm-end","SR","90d","CW","instant chemistry"
"C17H21O11P1","5cm-end","SR","90d","FAD","instant chemistry"
"C17H20O13","0-5cm","CPCRW","150d","FAD","saturated"
"C17H20O13","0-5cm","CPCRW","150d","CW","saturated"
"C17H20O13","0-5cm","CPCRW","30d","CW","saturated"
"C17H20O13","0-5cm","CPCRW","30d","FAD","saturated"
"C17H20O13","0-5cm","CPCRW","90d","CW","saturated"
"C17H20O13","0-5cm","CPCRW","90d","FAD","saturated"
"C17H20O13","5cm-end","CPCRW","150d","CW","saturated"
"C17H20O13","5cm-end","CPCRW","150d","FAD","saturated"
"C17H20O13","5cm-end","CPCRW","30d","CW","saturated"
"C17H20O13","5cm-end","CPCRW","30d","FAD","saturated"
"C17H20O13","5cm-end","CPCRW","90d","CW","saturated"
"C17H20O13","5cm-end","CPCRW","90d","FAD","saturated"
"C17H20O13","0-5cm","SR","150d","CW","saturated"
"C17H20O13","0-5cm","SR","150d","FAD","saturated"
"C17H20O13","0-5cm","SR","30d","CW","saturated"
"C17H20O13","0-5cm","SR","30d","FAD","saturated"
"C17H20O13","0-5cm","SR","90d","CW","saturated"
"C17H20O13","0-5cm","SR","90d","FAD","saturated"
"C17H20O13","5cm-end","SR","150d","CW","saturated"
"C17H20O13","5cm-end","SR","150d","FAD","saturated"
"C17H20O13","5cm-end","SR","30d","CW","saturated"
"C17H20O13","5cm-end","SR","30d","FAD","saturated"
"C17H20O13","5cm-end","SR","90d","CW","saturated"
"C17H20O13","5cm-end","SR","90d","FAD","saturated"
"C17H20O13","0-5cm","CPCRW","90d","CW","instant chemistry"
"C17H20O13","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C17H20O13","5cm-end","CPCRW","90d","CW","instant chemistry"
"C17H20O13","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C17H20O13","0-5cm","SR","30d","CW","instant chemistry"
"C17H20O13","0-5cm","SR","30d","FAD","instant chemistry"
"C17H20O13","0-5cm","SR","90d","CW","instant chemistry"
"C17H20O13","0-5cm","SR","90d","FAD","instant chemistry"
"C17H20O13","5cm-end","SR","30d","CW","instant chemistry"
"C17H20O13","5cm-end","SR","30d","FAD","instant chemistry"
"C17H20O13","5cm-end","SR","90d","CW","instant chemistry"
"C17H20O13","5cm-end","SR","90d","FAD","instant chemistry"
"C21H20O10","0-5cm","CPCRW","150d","CW","saturated"
"C21H20O10","0-5cm","CPCRW","30d","CW","saturated"
"C21H20O10","0-5cm","CPCRW","30d","FAD","saturated"
"C21H20O10","0-5cm","CPCRW","90d","CW","saturated"
"C21H20O10","0-5cm","CPCRW","90d","FAD","saturated"
"C21H20O10","5cm-end","CPCRW","150d","CW","saturated"
"C21H20O10","5cm-end","CPCRW","150d","FAD","saturated"
"C21H20O10","5cm-end","CPCRW","30d","CW","saturated"
"C21H20O10","5cm-end","CPCRW","30d","FAD","saturated"
"C21H20O10","5cm-end","CPCRW","90d","CW","saturated"
"C21H20O10","5cm-end","CPCRW","90d","FAD","saturated"
"C21H20O10","0-5cm","SR","150d","CW","saturated"
"C21H20O10","0-5cm","SR","150d","FAD","saturated"
"C21H20O10","0-5cm","SR","30d","CW","saturated"
"C21H20O10","0-5cm","SR","30d","FAD","saturated"
"C21H20O10","0-5cm","SR","90d","CW","saturated"
"C21H20O10","0-5cm","SR","90d","FAD","saturated"
"C21H20O10","5cm-end","SR","150d","CW","saturated"
"C21H20O10","5cm-end","SR","150d","FAD","saturated"
"C21H20O10","5cm-end","SR","30d","CW","saturated"
"C21H20O10","5cm-end","SR","30d","FAD","saturated"
"C21H20O10","5cm-end","SR","90d","CW","saturated"
"C21H20O10","5cm-end","SR","90d","FAD","saturated"
"C21H20O10","0-5cm","CPCRW","90d","CW","instant chemistry"
"C21H20O10","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C21H20O10","5cm-end","CPCRW","90d","CW","instant chemistry"
"C21H20O10","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C21H20O10","0-5cm","SR","30d","CW","instant chemistry"
"C21H20O10","0-5cm","SR","30d","FAD","instant chemistry"
"C21H20O10","0-5cm","SR","90d","CW","instant chemistry"
"C21H20O10","0-5cm","SR","90d","FAD","instant chemistry"
"C21H20O10","5cm-end","SR","30d","CW","instant chemistry"
"C21H20O10","5cm-end","SR","30d","FAD","instant chemistry"
"C21H20O10","5cm-end","SR","90d","CW","instant chemistry"
"C21H20O10","5cm-end","SR","90d","FAD","instant chemistry"
"C18H25O10P1","0-5cm","CPCRW","150d","FAD","saturated"
"C18H25O10P1","0-5cm","CPCRW","150d","CW","saturated"
"C18H25O10P1","0-5cm","CPCRW","30d","CW","saturated"
"C18H25O10P1","0-5cm","CPCRW","30d","FAD","saturated"
"C18H25O10P1","0-5cm","CPCRW","90d","CW","saturated"
"C18H25O10P1","0-5cm","CPCRW","90d","FAD","saturated"
"C18H25O10P1","5cm-end","CPCRW","150d","CW","saturated"
"C18H25O10P1","5cm-end","CPCRW","150d","FAD","saturated"
"C18H25O10P1","5cm-end","CPCRW","30d","CW","saturated"
"C18H25O10P1","5cm-end","CPCRW","30d","FAD","saturated"
"C18H25O10P1","5cm-end","CPCRW","90d","CW","saturated"
"C18H25O10P1","5cm-end","CPCRW","90d","FAD","saturated"
"C18H25O10P1","0-5cm","SR","150d","CW","saturated"
"C18H25O10P1","0-5cm","SR","150d","FAD","saturated"
"C18H25O10P1","0-5cm","SR","30d","CW","saturated"
"C18H25O10P1","0-5cm","SR","30d","FAD","saturated"
"C18H25O10P1","0-5cm","SR","90d","CW","saturated"
"C18H25O10P1","0-5cm","SR","90d","FAD","saturated"
"C18H25O10P1","5cm-end","SR","150d","CW","saturated"
"C18H25O10P1","5cm-end","SR","150d","FAD","saturated"
"C18H25O10P1","5cm-end","SR","30d","CW","saturated"
"C18H25O10P1","5cm-end","SR","30d","FAD","saturated"
"C18H25O10P1","5cm-end","SR","90d","CW","saturated"
"C18H25O10P1","5cm-end","SR","90d","FAD","saturated"
"C18H25O10P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C18H25O10P1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C18H25O10P1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C18H25O10P1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C18H25O10P1","0-5cm","SR","30d","CW","instant chemistry"
"C18H25O10P1","0-5cm","SR","30d","FAD","instant chemistry"
"C18H25O10P1","0-5cm","SR","90d","CW","instant chemistry"
"C18H25O10P1","0-5cm","SR","90d","FAD","instant chemistry"
"C18H25O10P1","5cm-end","SR","30d","CW","instant chemistry"
"C18H25O10P1","5cm-end","SR","30d","FAD","instant chemistry"
"C18H25O10P1","5cm-end","SR","90d","CW","instant chemistry"
"C18H25O10P1","5cm-end","SR","90d","FAD","instant chemistry"
"C18H24O12","0-5cm","CPCRW","150d","FAD","saturated"
"C18H24O12","0-5cm","CPCRW","150d","CW","saturated"
"C18H24O12","0-5cm","CPCRW","30d","CW","saturated"
"C18H24O12","0-5cm","CPCRW","30d","FAD","saturated"
"C18H24O12","0-5cm","CPCRW","90d","CW","saturated"
"C18H24O12","0-5cm","CPCRW","90d","FAD","saturated"
"C18H24O12","5cm-end","CPCRW","150d","CW","saturated"
"C18H24O12","5cm-end","CPCRW","150d","FAD","saturated"
"C18H24O12","5cm-end","CPCRW","30d","CW","saturated"
"C18H24O12","5cm-end","CPCRW","30d","FAD","saturated"
"C18H24O12","5cm-end","CPCRW","90d","CW","saturated"
"C18H24O12","5cm-end","CPCRW","90d","FAD","saturated"
"C18H24O12","0-5cm","SR","150d","CW","saturated"
"C18H24O12","0-5cm","SR","150d","FAD","saturated"
"C18H24O12","0-5cm","SR","30d","CW","saturated"
"C18H24O12","0-5cm","SR","30d","FAD","saturated"
"C18H24O12","0-5cm","SR","90d","CW","saturated"
"C18H24O12","0-5cm","SR","90d","FAD","saturated"
"C18H24O12","5cm-end","SR","150d","CW","saturated"
"C18H24O12","5cm-end","SR","150d","FAD","saturated"
"C18H24O12","5cm-end","SR","30d","CW","saturated"
"C18H24O12","5cm-end","SR","30d","FAD","saturated"
"C18H24O12","5cm-end","SR","90d","CW","saturated"
"C18H24O12","5cm-end","SR","90d","FAD","saturated"
"C18H24O12","0-5cm","CPCRW","90d","CW","instant chemistry"
"C18H24O12","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C18H24O12","5cm-end","CPCRW","90d","CW","instant chemistry"
"C18H24O12","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C18H24O12","0-5cm","SR","30d","CW","instant chemistry"
"C18H24O12","0-5cm","SR","30d","FAD","instant chemistry"
"C18H24O12","0-5cm","SR","90d","CW","instant chemistry"
"C18H24O12","0-5cm","SR","90d","FAD","instant chemistry"
"C18H24O12","5cm-end","SR","30d","CW","instant chemistry"
"C18H24O12","5cm-end","SR","30d","FAD","instant chemistry"
"C18H24O12","5cm-end","SR","90d","CW","instant chemistry"
"C18H24O12","5cm-end","SR","90d","FAD","instant chemistry"
"C22H24O9","0-5cm","CPCRW","150d","FAD","saturated"
"C22H24O9","0-5cm","CPCRW","150d","CW","saturated"
"C22H24O9","0-5cm","CPCRW","30d","CW","saturated"
"C22H24O9","0-5cm","CPCRW","30d","FAD","saturated"
"C22H24O9","0-5cm","CPCRW","90d","CW","saturated"
"C22H24O9","0-5cm","CPCRW","90d","FAD","saturated"
"C22H24O9","5cm-end","CPCRW","150d","CW","saturated"
"C22H24O9","5cm-end","CPCRW","150d","FAD","saturated"
"C22H24O9","5cm-end","CPCRW","30d","CW","saturated"
"C22H24O9","5cm-end","CPCRW","30d","FAD","saturated"
"C22H24O9","5cm-end","CPCRW","90d","CW","saturated"
"C22H24O9","5cm-end","CPCRW","90d","FAD","saturated"
"C22H24O9","0-5cm","SR","150d","CW","saturated"
"C22H24O9","0-5cm","SR","150d","FAD","saturated"
"C22H24O9","0-5cm","SR","30d","CW","saturated"
"C22H24O9","0-5cm","SR","30d","FAD","saturated"
"C22H24O9","0-5cm","SR","90d","CW","saturated"
"C22H24O9","0-5cm","SR","90d","FAD","saturated"
"C22H24O9","5cm-end","SR","150d","CW","saturated"
"C22H24O9","5cm-end","SR","150d","FAD","saturated"
"C22H24O9","5cm-end","SR","30d","CW","saturated"
"C22H24O9","5cm-end","SR","30d","FAD","saturated"
"C22H24O9","5cm-end","SR","90d","CW","saturated"
"C22H24O9","5cm-end","SR","90d","FAD","saturated"
"C22H24O9","0-5cm","CPCRW","90d","CW","instant chemistry"
"C22H24O9","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C22H24O9","5cm-end","CPCRW","90d","CW","instant chemistry"
"C22H24O9","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C22H24O9","0-5cm","SR","30d","CW","instant chemistry"
"C22H24O9","0-5cm","SR","30d","FAD","instant chemistry"
"C22H24O9","0-5cm","SR","90d","CW","instant chemistry"
"C22H24O9","0-5cm","SR","90d","FAD","instant chemistry"
"C22H24O9","5cm-end","SR","30d","CW","instant chemistry"
"C22H24O9","5cm-end","SR","30d","FAD","instant chemistry"
"C22H24O9","5cm-end","SR","90d","CW","instant chemistry"
"C22H24O9","5cm-end","SR","90d","FAD","instant chemistry"
"C16H24O10N4","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C16H24O10N4","0-5cm","SR","30d","CW","instant chemistry"
"C16H24O10N4","0-5cm","SR","90d","CW","instant chemistry"
"C16H24O10N4","5cm-end","SR","90d","FAD","instant chemistry"
"C19H29O9P1","0-5cm","CPCRW","150d","FAD","saturated"
"C19H29O9P1","0-5cm","CPCRW","150d","CW","saturated"
"C19H29O9P1","0-5cm","CPCRW","30d","CW","saturated"
"C19H29O9P1","0-5cm","CPCRW","30d","FAD","saturated"
"C19H29O9P1","0-5cm","CPCRW","90d","CW","saturated"
"C19H29O9P1","0-5cm","CPCRW","90d","FAD","saturated"
"C19H29O9P1","5cm-end","CPCRW","150d","CW","saturated"
"C19H29O9P1","5cm-end","CPCRW","150d","FAD","saturated"
"C19H29O9P1","5cm-end","CPCRW","30d","CW","saturated"
"C19H29O9P1","5cm-end","CPCRW","30d","FAD","saturated"
"C19H29O9P1","5cm-end","CPCRW","90d","CW","saturated"
"C19H29O9P1","5cm-end","CPCRW","90d","FAD","saturated"
"C19H29O9P1","0-5cm","SR","150d","CW","saturated"
"C19H29O9P1","0-5cm","SR","150d","FAD","saturated"
"C19H29O9P1","0-5cm","SR","30d","CW","saturated"
"C19H29O9P1","0-5cm","SR","30d","FAD","saturated"
"C19H29O9P1","0-5cm","SR","90d","CW","saturated"
"C19H29O9P1","0-5cm","SR","90d","FAD","saturated"
"C19H29O9P1","5cm-end","SR","150d","CW","saturated"
"C19H29O9P1","5cm-end","SR","150d","FAD","saturated"
"C19H29O9P1","5cm-end","SR","30d","CW","saturated"
"C19H29O9P1","5cm-end","SR","30d","FAD","saturated"
"C19H29O9P1","5cm-end","SR","90d","CW","saturated"
"C19H29O9P1","5cm-end","SR","90d","FAD","saturated"
"C19H29O9P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C19H29O9P1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C19H29O9P1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C19H29O9P1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C19H29O9P1","0-5cm","SR","30d","CW","instant chemistry"
"C19H29O9P1","0-5cm","SR","30d","FAD","instant chemistry"
"C19H29O9P1","0-5cm","SR","90d","CW","instant chemistry"
"C19H29O9P1","0-5cm","SR","90d","FAD","instant chemistry"
"C19H29O9P1","5cm-end","SR","30d","CW","instant chemistry"
"C19H29O9P1","5cm-end","SR","30d","FAD","instant chemistry"
"C19H29O9P1","5cm-end","SR","90d","CW","instant chemistry"
"C19H29O9P1","5cm-end","SR","90d","FAD","instant chemistry"
"C19H28O11","0-5cm","CPCRW","150d","FAD","saturated"
"C19H28O11","0-5cm","CPCRW","150d","CW","saturated"
"C19H28O11","0-5cm","CPCRW","30d","CW","saturated"
"C19H28O11","0-5cm","CPCRW","30d","FAD","saturated"
"C19H28O11","0-5cm","CPCRW","90d","CW","saturated"
"C19H28O11","0-5cm","CPCRW","90d","FAD","saturated"
"C19H28O11","5cm-end","CPCRW","150d","CW","saturated"
"C19H28O11","5cm-end","CPCRW","150d","FAD","saturated"
"C19H28O11","5cm-end","CPCRW","30d","CW","saturated"
"C19H28O11","5cm-end","CPCRW","30d","FAD","saturated"
"C19H28O11","5cm-end","CPCRW","90d","CW","saturated"
"C19H28O11","5cm-end","CPCRW","90d","FAD","saturated"
"C19H28O11","0-5cm","SR","150d","CW","saturated"
"C19H28O11","0-5cm","SR","150d","FAD","saturated"
"C19H28O11","0-5cm","SR","30d","CW","saturated"
"C19H28O11","0-5cm","SR","30d","FAD","saturated"
"C19H28O11","0-5cm","SR","90d","CW","saturated"
"C19H28O11","0-5cm","SR","90d","FAD","saturated"
"C19H28O11","5cm-end","SR","150d","CW","saturated"
"C19H28O11","5cm-end","SR","150d","FAD","saturated"
"C19H28O11","5cm-end","SR","30d","CW","saturated"
"C19H28O11","5cm-end","SR","30d","FAD","saturated"
"C19H28O11","5cm-end","SR","90d","CW","saturated"
"C19H28O11","5cm-end","SR","90d","FAD","saturated"
"C19H28O11","0-5cm","CPCRW","90d","CW","instant chemistry"
"C19H28O11","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C19H28O11","5cm-end","CPCRW","90d","CW","instant chemistry"
"C19H28O11","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C19H28O11","0-5cm","SR","30d","CW","instant chemistry"
"C19H28O11","0-5cm","SR","30d","FAD","instant chemistry"
"C19H28O11","0-5cm","SR","90d","CW","instant chemistry"
"C19H28O11","0-5cm","SR","90d","FAD","instant chemistry"
"C19H28O11","5cm-end","SR","30d","CW","instant chemistry"
"C19H28O11","5cm-end","SR","30d","FAD","instant chemistry"
"C19H28O11","5cm-end","SR","90d","CW","instant chemistry"
"C19H28O11","5cm-end","SR","90d","FAD","instant chemistry"
"C23H28O8","0-5cm","CPCRW","150d","FAD","saturated"
"C23H28O8","0-5cm","CPCRW","150d","CW","saturated"
"C23H28O8","0-5cm","CPCRW","30d","CW","saturated"
"C23H28O8","0-5cm","CPCRW","30d","FAD","saturated"
"C23H28O8","0-5cm","CPCRW","90d","CW","saturated"
"C23H28O8","0-5cm","CPCRW","90d","FAD","saturated"
"C23H28O8","5cm-end","CPCRW","150d","CW","saturated"
"C23H28O8","5cm-end","CPCRW","150d","FAD","saturated"
"C23H28O8","5cm-end","CPCRW","30d","CW","saturated"
"C23H28O8","5cm-end","CPCRW","30d","FAD","saturated"
"C23H28O8","5cm-end","CPCRW","90d","CW","saturated"
"C23H28O8","5cm-end","CPCRW","90d","FAD","saturated"
"C23H28O8","0-5cm","SR","150d","CW","saturated"
"C23H28O8","0-5cm","SR","150d","FAD","saturated"
"C23H28O8","0-5cm","SR","30d","CW","saturated"
"C23H28O8","0-5cm","SR","30d","FAD","saturated"
"C23H28O8","0-5cm","SR","90d","CW","saturated"
"C23H28O8","0-5cm","SR","90d","FAD","saturated"
"C23H28O8","5cm-end","SR","150d","CW","saturated"
"C23H28O8","5cm-end","SR","150d","FAD","saturated"
"C23H28O8","5cm-end","SR","30d","CW","saturated"
"C23H28O8","5cm-end","SR","30d","FAD","saturated"
"C23H28O8","5cm-end","SR","90d","CW","saturated"
"C23H28O8","5cm-end","SR","90d","FAD","saturated"
"C23H28O8","0-5cm","CPCRW","90d","CW","instant chemistry"
"C23H28O8","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C23H28O8","5cm-end","CPCRW","90d","CW","instant chemistry"
"C23H28O8","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C23H28O8","0-5cm","SR","30d","CW","instant chemistry"
"C23H28O8","0-5cm","SR","30d","FAD","instant chemistry"
"C23H28O8","0-5cm","SR","90d","CW","instant chemistry"
"C23H28O8","0-5cm","SR","90d","FAD","instant chemistry"
"C23H28O8","5cm-end","SR","30d","CW","instant chemistry"
"C23H28O8","5cm-end","SR","30d","FAD","instant chemistry"
"C23H28O8","5cm-end","SR","90d","CW","instant chemistry"
"C23H28O8","5cm-end","SR","90d","FAD","instant chemistry"
"C27H29O3P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C27H29O3P1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C27H29O3P1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C27H29O3P1","0-5cm","SR","30d","CW","instant chemistry"
"C27H29O3P1","0-5cm","SR","30d","FAD","instant chemistry"
"C27H29O3P1","0-5cm","SR","90d","CW","instant chemistry"
"C27H29O3P1","0-5cm","SR","90d","FAD","instant chemistry"
"C27H29O3P1","5cm-end","SR","30d","CW","instant chemistry"
"C27H29O3P1","5cm-end","SR","30d","FAD","instant chemistry"
"C27H29O3P1","5cm-end","SR","90d","CW","instant chemistry"
"C27H29O3P1","5cm-end","SR","90d","FAD","instant chemistry"
"C20H32O10","0-5cm","CPCRW","150d","FAD","saturated"
"C20H32O10","0-5cm","CPCRW","150d","CW","saturated"
"C20H32O10","0-5cm","CPCRW","30d","CW","saturated"
"C20H32O10","0-5cm","CPCRW","30d","FAD","saturated"
"C20H32O10","0-5cm","CPCRW","90d","CW","saturated"
"C20H32O10","0-5cm","CPCRW","90d","FAD","saturated"
"C20H32O10","5cm-end","CPCRW","150d","CW","saturated"
"C20H32O10","5cm-end","CPCRW","150d","FAD","saturated"
"C20H32O10","5cm-end","CPCRW","30d","CW","saturated"
"C20H32O10","5cm-end","CPCRW","30d","FAD","saturated"
"C20H32O10","5cm-end","CPCRW","90d","CW","saturated"
"C20H32O10","5cm-end","CPCRW","90d","FAD","saturated"
"C20H32O10","0-5cm","SR","150d","CW","saturated"
"C20H32O10","0-5cm","SR","150d","FAD","saturated"
"C20H32O10","0-5cm","SR","30d","CW","saturated"
"C20H32O10","0-5cm","SR","30d","FAD","saturated"
"C20H32O10","0-5cm","SR","90d","CW","saturated"
"C20H32O10","0-5cm","SR","90d","FAD","saturated"
"C20H32O10","5cm-end","SR","150d","CW","saturated"
"C20H32O10","5cm-end","SR","150d","FAD","saturated"
"C20H32O10","5cm-end","SR","30d","CW","saturated"
"C20H32O10","5cm-end","SR","30d","FAD","saturated"
"C20H32O10","5cm-end","SR","90d","CW","saturated"
"C20H32O10","5cm-end","SR","90d","FAD","saturated"
"C20H32O10","0-5cm","CPCRW","90d","CW","instant chemistry"
"C20H32O10","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C20H32O10","5cm-end","CPCRW","90d","CW","instant chemistry"
"C20H32O10","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C20H32O10","0-5cm","SR","30d","CW","instant chemistry"
"C20H32O10","0-5cm","SR","30d","FAD","instant chemistry"
"C20H32O10","0-5cm","SR","90d","CW","instant chemistry"
"C20H32O10","0-5cm","SR","90d","FAD","instant chemistry"
"C20H32O10","5cm-end","SR","30d","CW","instant chemistry"
"C20H32O10","5cm-end","SR","30d","FAD","instant chemistry"
